FECHA (YYMMDD);HORA (HHMM);;
040819;0800;0,599998;
040819;0900;0,4;
040819;1000;0,5;
040819;1100;0,7;
040819;1200;0,599998;
040819;1300;0,7;
040819;1400;0,9;
040819;1500;0,799998;
040819;1600;0,7;
040819;1700;0,4;
040819;1800;0,2;
040819;1900;0,3;
040819;2000;0,4;
040819;2100;0,2;
040819;2200;0,2;
040819;2300;0,2;
040820;0000;0,3;
040820;0100;0,3;
040820;0200;0,599998;
040820;0300;0,5;
040820;0400;0,5;
040820;0500;0,4;
040820;0600;0,4;
040820;0700;0,5;
040820;0800;0,3;
040820;0900;0,4;
040820;1000;0,2;
040820;1100;0,5;
040820;1200;0,7;
040820;1300;0,599998;
040820;1400;0,599998;
040820;1500;2,2;
040820;1600;2,4;
040820;1700;2,6;
040820;1800;2,9;
040820;1900;2,5;
040820;2000;2,1;
040820;2100;1,5;
040820;2200;1,9;
040820;2300;1,7;
040821;0000;0,599998;
040821;0100;0,3;
040821;0200;0,2;
040821;0300;0,2;
040821;0400;0,5;
040821;0500;0,3;
040821;0600;0,4;
040821;0700;0,5;
040821;0800;0,5;
040821;0900;0,4;
040821;1000;0,4;
040821;1100;0,5;
040821;1200;0,599998;
040821;1300;0,799998;
040821;1400;0,799998;
040821;1500;0,5;
040821;1600;0,4;
040821;1700;0,4;
040821;1800;0,599998;
040821;1900;0,2;
040821;2000;0,3;
040821;2100;0,3;
040821;2200;0,3;
040821;2300;0,3;
040822;0000;0,3;
040822;0100;0,3;
040822;0200;0,3;
040822;0300;0,3;
040822;0400;0,3;
040822;0500;0,3;
040822;0600;0,3;
040822;0700;0,3;
040822;0800;0,3;
040822;0900;0,4;
040822;1000;0,9;
040822;1100;0,9;
040822;1200;0,7;
040822;1300;0,7;
040822;1400;1,3;
040822;1500;1,8;
040822;1600;2,4;
040822;1700;2,5;
040822;1800;1,1;
040822;1900;1,2;
040822;2000;0,9;
040822;2100;1,3;
040822;2200;0,799998;
040822;2300;0,2;
040823;0000;0,3;
040823;0100;0,3;
040823;0200;0,4;
040823;0300;0,599998;
040823;0400;0,3;
040823;0500;0,5;
040823;0600;0,5;
040823;0700;0,9;
040823;0800;0,799998;
040823;0900;0,5;
040823;1000;0,4;
040823;1100;0,4;
040823;1200;0,3;
040823;1300;0,4;
040823;1400;0,3;
040823;1500;0,4;
040823;1600;0,5;
040823;1700;1,2;
040823;1800;1,7;
040823;1900;2;
040823;2000;1,6;
040823;2100;1,4;
040823;2200;1,5;
040823;2300;0,9;
040824;0000;0,3;
040824;0100;0,3;
040824;0200;0,2;
040824;0300;0,3;
040824;0400;0,3;
040824;0500;0,3;
040824;0600;0,3;
040824;0700;0,3;
040824;0800;0,3;
040824;0900;0,3;
040824;1000;0,7;
040824;1100;1,4;
040824;1200;0,7;
040824;1300;0,9;
040824;1400;0,599998;
040824;1500;0,4;
040824;1600;0,3;
040824;1700;0,3;
040824;1800;0,5;
040824;1900;0,3;
040824;2000;0,2;
040824;2100;0,3;
040824;2200;0,4;
040824;2300;0,599998;
040825;0000;0,4;
040825;0100;0,599998;
040825;0200;0,5;
040825;0300;0,4;
040825;0400;0,4;
040825;0500;0,2;
040825;0600;0,2;
040825;0700;0,2;
040825;0800;0,2;
040825;0900;0,2;
040825;1000;0,4;
040825;1100;0,4;
040825;1200;0,3;
040825;1300;0,7;
040825;1400;0,5;
040825;1500;0,599998;
040825;1600;0,4;
040825;1700;0,4;
040825;1800;0,4;
040825;1900;0,5;
040825;2000;0,3;
040825;2100;0,2;
040825;2200;0,3;
040825;2300;0,3;
040826;0000;0,3;
040826;0100;0,3;
040826;0200;0,2;
040826;0300;0,3;
040826;0400;0,4;
040826;0500;0,2;
040826;0600;0,3;
040826;0700;0,3;
040826;0800;0,4;
040826;0900;0,3;
040826;1000;0,4;
040826;1100;0,599998;
040826;1200;0,5;
040826;1300;0,5;
040826;1400;0,7;
040826;1500;0,5;
040826;1600;0,3;
040826;1700;0,4;
040826;1800;0,4;
040826;1900;0,3;
040826;2000;0,3;
040826;2100;0,3;
040826;2200;0,3;
040826;2300;0,3;
040827;0000;0,2;
040827;0100;0,2;
040827;0200;0,3;
040827;0300;0,2;
040827;0400;0,3;
040827;0500;0,2;
040827;0600;0,2;
040827;0700;0,2;
040827;0800;0,2;
040827;0900;0,3;
040827;1000;0,4;
040827;1100;0,599998;
040827;1200;0,599998;
040827;1300;0,799998;
040827;1400;0,799998;
040827;1500;0,799998;
040827;1600;0,9;
040827;1700;0,4;
040827;1800;0,3;
040827;1900;0,4;
040827;2000;0,3;
040827;2100;0,3;
040827;2200;0,3;
040827;2300;0,3;
040828;0000;0,4;
040828;0100;0,3;
040828;0200;0,4;
040828;0300;0,4;
040828;0400;0,4;
040828;0500;0,4;
040828;0600;0,599998;
040828;0700;0,599998;
040828;0800;0,599998;
040828;0900;0,9;
040828;1000;0,4;
040828;1100;0,4;
040828;1200;0,4;
040828;1300;1;
040828;1400;1,3;
040828;1500;1,4;
040828;1600;2,4;
040828;1700;1,1;
040828;1800;1,9;
040828;1900;1,3;
040828;2000;1,9;
040828;2100;0,4;
040828;2200;0,3;
040828;2300;0,2;
040829;0000;0,3;
040829;0100;0,3;
040829;0200;0,2;
040829;0300;0,4;
040829;0400;0,3;
040829;0500;0,3;
040829;0600;0,3;
040829;0700;0,4;
